日付,競馬場,レース名,クラス,距離,出走頭数,馬名,馬番,予想順位,予想スコア,単勝オッズ,市場人気,実着順,前走重賞近差,前々走重賞近差,前走3F最速,同コース実績,調教A評価,叩き2戦目,近走上昇傾向,距離短縮,前走好走,前々走好走,グレード実績(3-4走前),血統距離適性,初馬場種別,距離延長,昇級初戦,特殊条件,前走ローカル,長期休養明け,枠番補正,内枠先行,軽量馬加点,複勝安定ボーナス,急坂好走なし,馬体重変動,回り不適,季節×性別,道悪適性
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,ジーティーマン,2,2,5.5,2.9,1,6,0,0.0,0,0,2,1,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,-0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,マイネルフルムーン,3,3,5.0,11.7,4,2,0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,オメガインペリアル,1,4,5.0,13.4,5,3,0,0.0,0,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,-2,0,0.0,3.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,ツーエムクロノス,5,5,4.0,19.7,7,9,0,0.0,0,0,3,0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,モアリジット,4,6,3.5,15.5,6,1,0,0.0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,レッドバレンティア,6,7,3.0,118.1,10,7,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,ホウオウトランプ,10,8,2.0,3.2,2,5,0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,-0.5,0,0,0,0,0,0,-0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,ハイディージェン,7,9,0.5,104.1,9,11,0,0.0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-3,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,アスクエピソード,8,10,0.0,75.8,8,8,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,-0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,4歳以上2勝クラス,2勝クラス,1800m,11,コスモスプモーニ,11,11,-2.5,136.5,11,10,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-3,-0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,ショウヘイ,5,1,16.5,6.1,4,10,5,0.0,0,0,2,1,0.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,-0.5,3.0,0,3.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,デビットバローズ,11,2,11.5,58.9,8,8,5,0.0,0,2,2,1,1.0,0.0,0.0,0.0,1.0,-0.5,0,-2,0,0,0,0,0.0,0.0,0,2.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,エコロディノス,7,3,11.0,44.9,6,15,0,0.0,0,2,1,1,0.0,1.0,0.0,1.0,1.0,0.5,0,0,0,0,0,0,0.5,0.0,0,3.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,メイショウタバル,6,4,9.0,4.8,3,2,0,0.0,0,2,2,0,0.0,1.0,0.0,0.0,3.0,0.5,0,0,0,0,0,0,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,クロワデュノール,15,5,8.5,2.5,1,1,0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,3.0,0.5,0,0,0,0,0,0,0.0,0.0,0,2.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,レーベンスティール,12,6,8.5,9.9,5,6,5,0.0,0,0,2,1,0.0,0.0,0.0,0.0,2.0,0.5,0,-2,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,ダノンデサイル,4,7,7.5,3.9,2,3,0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,-0.5,0.0,0,3.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,ヨーホーレイク,9,8,7.0,68.0,11,7,0,0.0,2,0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,タガノデュード,14,9,5.0,113.2,13,4,0,0.0,0,0,2,0,0.0,0.0,2.0,1.0,0.0,0.0,0,-3,0,0,0,0,0.0,0.0,0,3.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,セイウンハーデス,3,10,3.5,64.9,9,5,0,0.0,0,0,2,1,0.0,0.0,0.0,0.0,2.0,0.0,0,-2,0,0,0,0,-0.5,3.0,0,0.0,-2,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,ファウストラーゼン,13,11,3.5,102.1,12,13,0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,マテンロウレオ,2,12,3.0,66.7,10,11,0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,-0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,エコロヴァルツ,8,13,1.5,45.4,7,14,0,0.0,0,0,1,1,0.0,0.0,0.0,0.5,0.0,1.0,0,-2,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,ボルドグフーシュ,10,14,0.0,162.1,14,9,0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,-2,0,0,0,0.0
2026年4月5日,阪神,大阪杯,重賞,2000m,15,サンストックトン,1,15,-2.0,336.7,15,12,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,0,0,0,1.0,0.0,0,0.0,-2,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ヴァンヴィーヴ,4,1,11.0,2.6,1,2,0,0.0,4,0,2,0,0.0,0.0,1.0,0.0,1.0,0.5,0,0,0,0,0,0,0.5,0.0,0,2.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,バシレイア,5,2,10.0,7.4,3,9,0,0.0,0,4,3,1,0.0,0.0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ホウオウブースター,2,3,9.0,8.8,4,5,0,0.0,0,4,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,バンブルビー,12,4,8.0,15.2,5,3,0,0.0,0,4,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,アタリダイキチ,11,5,7.5,23.2,8,7,0,0.0,0,4,2,1,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,アサクサグレース,16,6,5.0,3.7,2,1,0,0.0,0,0,3,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,シュラフ,1,7,3.0,72.5,13,14,0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,-2,0,0.0,0.0,0,2.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,マルプリ,14,8,2.5,117.3,15,8,0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ムチャスグラシアス,3,9,2.5,40.8,10,12,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,クリノハレルヤ,6,10,2.5,73.8,14,16,0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,-3,0.5,3.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ゴキゲンサン,7,11,1.5,71.9,12,10,0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.5,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ブライティアダイヤ,10,12,1.5,127.9,16,11,0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,タマカヅラ,13,13,1.0,25.9,9,13,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ラトルシェ,15,14,0.5,64.1,11,15,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,-2,0,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,マジカルフェアリー,9,15,0.0,17.0,6,6,0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,-3,0.0,0.0,0,0.0,0,0,0,0,0.0
2026年4月11日,福島,花見山特別,2勝クラス,1200m,16,ハニーローリエ,8,16,-1.0,19.0,7,3,0,0.0,0,0,2,1,0.0,0.0,0.0,1.0,0.0,-0.5,-5,0,0,0,-2,0,-0.5,0.0,0,3.0,0,0,0,0,0.0
2026年4月11日,中山,ニュージーランドT,重賞,1600m,15,ディールメーカー,14,1,14.0,7.8,3,4,0,0.0,0,4,3,0,0.0,0.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0,2.0,0,0,0,0,0.0
