race_id,surface,distance,frame,rank,time_sec,time_diff
202405010507,芝,1400,7,9,82.4,1.5
202405010507,芝,1400,8,10,82.5,1.5999999999999943
202405010507,芝,1400,3,11,82.5,1.5999999999999943
202405010507,芝,1400,1,12,82.6,1.6999999999999886
202405010507,芝,1400,6,13,82.7,1.7999999999999972
202405010509,芝,2400,4,1,144.3,0.0
202405010509,芝,2400,5,2,144.4,0.09999999999999432
202405010509,芝,2400,8,3,144.6,0.29999999999998295
202405010509,芝,2400,3,4,144.7,0.39999999999997726
202405010509,芝,2400,7,5,144.7,0.39999999999997726
202405010509,芝,2400,7,6,145.0,0.6999999999999886
202405010509,芝,2400,8,7,145.2,0.8999999999999773
202405010509,芝,2400,5,8,145.6,1.299999999999983
202405010509,芝,2400,6,9,146.0,1.6999999999999886
202405010509,芝,2400,1,10,146.2,1.8999999999999773
202405010509,芝,2400,2,11,146.3,2.0
202405010509,芝,2400,6,12,147.0,2.6999999999999886
202405010510,芝,1400,3,1,80.3,0.0
202405010510,芝,1400,4,2,80.5,0.20000000000000284
202405010510,芝,1400,5,3,80.5,0.20000000000000284
202405010510,芝,1400,2,4,80.6,0.29999999999999716
202405010510,芝,1400,8,5,80.8,0.5
202405010510,芝,1400,1,6,80.8,0.5
202405010510,芝,1400,1,7,80.8,0.5
202405010510,芝,1400,4,8,80.8,0.5
202405010510,芝,1400,7,9,80.9,0.6000000000000085
202405010510,芝,1400,5,10,81.0,0.7000000000000028
202405010510,芝,1400,6,11,81.1,0.7999999999999972
202405010510,芝,1400,8,12,81.2,0.9000000000000057
202405010510,芝,1400,6,13,81.2,0.9000000000000057
202405010510,芝,1400,3,14,81.3,1.0
202405010510,芝,1400,2,15,81.4,1.1000000000000085
202405010510,芝,1400,7,16,82.3,2.0
202405010511,芝,1600,8,1,93.1,0.0
202405010511,芝,1600,3,2,93.2,0.10000000000000853
202405010511,芝,1600,6,3,93.4,0.30000000000001137
202405010511,芝,1600,1,4,93.5,0.4000000000000057
202405010511,芝,1600,5,5,93.6,0.5
202405010511,芝,1600,2,6,93.7,0.6000000000000085
202405010511,芝,1600,8,7,93.8,0.7000000000000028
202405010511,芝,1600,5,8,94.0,0.9000000000000057
202405010511,芝,1600,4,9,94.1,1.0
202405010511,芝,1600,6,10,94.3,1.2000000000000028
202405010511,芝,1600,7,11,94.8,1.7000000000000028
202405010511,芝,1600,7,12,95.0,1.9000000000000057
202405010511,芝,1600,4,13,95.1,2.0
202405010605,芝,1800,3,1,106.2,0.0
202405010605,芝,1800,3,2,106.5,0.29999999999999716
202405010605,芝,1800,6,3,107.3,1.0999999999999943
202405010605,芝,1800,2,4,107.6,1.3999999999999915
202405010605,芝,1800,2,5,108.1,1.8999999999999915
202405010605,芝,1800,4,6,108.2,2.0
202405010605,芝,1800,7,7,108.3,2.0999999999999943
202405010605,芝,1800,1,8,108.5,2.299999999999997
202405010605,芝,1800,8,9,108.6,2.3999999999999915
202405010605,芝,1800,4,10,108.7,2.5
202405010605,芝,1800,5,11,109.0,2.799999999999997
202405010605,芝,1800,8,12,109.1,2.8999999999999915
202405010605,芝,1800,1,13,109.1,2.8999999999999915
202405010605,芝,1800,7,14,109.1,2.8999999999999915
202405010605,芝,1800,5,15,109.4,3.200000000000003
202405010605,芝,1800,6,16,110.0,3.799999999999997
202405010606,芝,2400,6,1,148.0,0.0
202405010606,芝,2400,1,2,148.1,0.09999999999999432
202405010606,芝,2400,7,3,148.6,0.5999999999999943
202405010606,芝,2400,5,4,148.6,0.5999999999999943
202405010606,芝,2400,2,5,148.8,0.8000000000000114
202405010606,芝,2400,3,6,148.8,0.8000000000000114
202405010606,芝,2400,8,7,148.9,0.9000000000000057
202405010606,芝,2400,4,8,149.0,1.0
202405010606,芝,2400,8,9,149.1,1.0999999999999943
202405010606,芝,2400,7,10,151.9,3.9000000000000057
202405010608,芝,1600,1,1,94.4,0.0
202405010608,芝,1600,5,2,94.5,0.09999999999999432
202405010608,芝,1600,3,3,94.7,0.29999999999999716
202405010608,芝,1600,7,4,94.8,0.3999999999999915
202405010608,芝,1600,2,5,94.9,0.5
202405010608,芝,1600,4,6,94.9,0.5
202405010608,芝,1600,6,7,95.2,0.7999999999999972
202405010608,芝,1600,8,8,96.9,2.5
202405010609,芝,1800,4,1,105.5,0.0
202405010609,芝,1800,4,2,106.0,0.5
202405010609,芝,1800,7,3,106.4,0.9000000000000057
202405010609,芝,1800,2,4,106.5,1.0
202405010609,芝,1800,8,5,106.6,1.0999999999999943
202405010609,芝,1800,3,6,106.8,1.2999999999999972
202405010609,芝,1800,5,7,106.8,1.2999999999999972
202405010609,芝,1800,5,8,107.0,1.5
202405010609,芝,1800,8,9,107.0,1.5
202405010609,芝,1800,6,10,107.1,1.5999999999999943
202405010609,芝,1800,1,11,107.2,1.7000000000000028
202405010609,芝,1800,6,12,107.3,1.7999999999999972
202405010609,芝,1800,7,13,109.2,3.700000000000003
202405010611,芝,1800,7,1,108.0,0.0
202405010611,芝,1800,8,2,108.2,0.20000000000000284
202405010611,芝,1800,7,3,108.4,0.4000000000000057
202405010611,芝,1800,2,4,108.7,0.7000000000000028
202405010611,芝,1800,6,5,108.7,0.7000000000000028
202405010611,芝,1800,1,6,108.8,0.7999999999999972
202405010611,芝,1800,4,7,108.9,0.9000000000000057
202405010611,芝,1800,3,8,109.3,1.2999999999999972
202405010611,芝,1800,8,9,109.3,1.2999999999999972
202405010611,芝,1800,5,10,109.6,1.5999999999999943
202405010705,芝,2400,1,1,147.8,0.0
202405010705,芝,2400,5,2,148.0,0.19999999999998863
202405010705,芝,2400,5,3,148.0,0.19999999999998863
202405010705,芝,2400,6,4,148.2,0.39999999999997726
202405010705,芝,2400,6,5,148.3,0.5
