rid,cls,偏差値
202503020811,OP,74.23096417112906
202503020812,1勝クラス,51.925675047088205
202503030101,未勝利,44.89800266756752
202503030102,未勝利,44.566669537336296
202503030103,未勝利,45.063016639978144
202503030104,1勝クラス,42.33901849602517
202503030106,1勝クラス,45.398129847581636
202503030107,1勝クラス,42.509387485081795
202503030108,1勝クラス,46.408934706494264
202503030109,1勝クラス,47.99437855104831
202503030110,2勝クラス,55.684348586977656
202503030111,3勝クラス,58.5316843040809
202503030112,1勝クラス,48.912435862971705
202503030201,未勝利,41.523051695759456
202503030202,未勝利,44.336306006461534
202503030203,1勝クラス,48.041922925878666
202503030207,1勝クラス,41.95650525448141
202503030208,1勝クラス,48.50924074641371
202503030209,1勝クラス,46.53475714334925
202503030210,2勝クラス,58.37851741802715
202503030211,OP,63.68505455386314
202503030212,1勝クラス,43.04613495273408
202503030301,未勝利,48.30749082923017
202503030302,1勝クラス,44.369199050192584
202503030303,未勝利,44.82543345221133
202503030304,未勝利,44.08377076535663
202503030306,1勝クラス,49.606811141568095
202503030307,1勝クラス,43.423242516937215
202503030308,1勝クラス,47.873065189758776
202503030309,1勝クラス,48.4625402213307
202503030310,2勝クラス,57.21966542533572
202503030311,3勝クラス,60.740177977908495
202503030312,1勝クラス,42.568077560507476
202503030401,未勝利,40.840702598748706
202503030402,1勝クラス,46.990365419025245
202503030403,1勝クラス,50.56418975782125
202503030407,1勝クラス,44.32398672772446
202503030408,1勝クラス,43.48706022676434
202503030409,OP,55.0988687839384
202503030410,2勝クラス,52.95356939935023
202503030411,OP,76.72003937477946
202503030412,1勝クラス,47.22112274803665
202503030501,未勝利,46.38639049423447
202503030502,1勝クラス,42.62489546349547
202503030503,未勝利,46.317680428408465
202503030506,1勝クラス,48.325993866987154
202503030507,未勝利,45.38221922482984
202503030508,1勝クラス,52.41220005033354
202503030509,1勝クラス,48.8430370581095
202503030510,2勝クラス,52.38835763523037
202503030511,重賞,69.46002035555264
202503030512,1勝クラス,45.569429881351496
202504010102,未勝利,44.15301562249022
202504010103,未勝利,41.042799994744044
202504010105,未勝利,45.660011641450005
202504010106,未勝利,44.99293132607917
202504010107,1勝クラス,37.39140658183124
202504010108,1勝クラス,41.75526559254279
202504010109,1勝クラス,63.07985753856456
202504010110,2勝クラス,53.59122422070121
202504010111,3勝クラス,69.81320092169452
202504010112,1勝クラス,31.944971148771607
202504010201,未勝利,41.92803741358763
202504010202,未勝利,44.93166555972509
202504010203,未勝利,42.42842220423076
202504010205,未勝利,44.923133920096085
202504010206,1勝クラス,40.57018721934815
202504010207,1勝クラス,39.183928504597674
202504010208,1勝クラス,38.485125058703346
202504010209,2勝クラス,55.24405943562315
202504010210,2勝クラス,41.33304663989738
202504010211,OP,73.38734503890463
202504010212,1勝クラス,34.963895603899495
202504010302,未勝利,45.408203619361345
202504010303,未勝利,46.69925143731493
202504010305,未勝利,41.506913147232396
202504010306,未勝利,41.655803803321305
202504010307,1勝クラス,39.20689641494114
202504010308,1勝クラス,37.68174067425678
202504010309,1勝クラス,42.67916354766531
202504010310,1勝クラス,42.30898620907265
202504010311,3勝クラス,48.935276637073066
202504010312,1勝クラス,32.75254569824986
202504010401,未勝利,42.16278708454083
202504010402,未勝利,43.10820819440587
202504010403,未勝利,44.40851530633531
202504010405,未勝利,39.620222920948926
202504010406,未勝利,38.14372228574679
202504010407,1勝クラス,41.42127694993988
202504010408,1勝クラス,38.602070853016784
202504010409,1勝クラス,53.25416651801465
202504010410,2勝クラス,57.49974135793434
202504010411,OP,63.313696585513334
202504010412,1勝クラス,40.734447783164285
202504010501,未勝利,43.82651799320603
202504010502,未勝利,41.075305326832776
202504010503,未勝利,42.840894148410555
202504010504,未勝利,45.490485173213905
202504010505,未勝利,46.856897979555775
202504010506,未勝利,35.131393574701264
202504010507,1勝クラス,39.47604411337742
202504010508,1勝クラス,39.223080231341
202504010509,1勝クラス,41.68011135835305
202504010510,2勝クラス,57.71053734427603
202504010511,重賞,73.86025496401597
202504010512,1勝クラス,39.37440610897803
202504010601,未勝利,43.90905128110435
202504010602,未勝利,44.96429479973136
202504010603,未勝利,41.895389077568595
202504010606,未勝利,46.20072819590676
202504010607,1勝クラス,33.911942405748
202504010608,1勝クラス,42.44686363552782
202504010609,1勝クラス,34.386068184415194
202504010610,2勝クラス,55.06473235108505
202504010611,3勝クラス,61.511154691142664
202504010612,1勝クラス,34.22136539452608
202504010702,未勝利,45.69370404320386
202504010703,未勝利,44.33259177539336
202504010705,未勝利,41.401322369216125
202504010706,未勝利,42.718131765435196
202504010707,未勝利,43.2494697200695
202504010708,1勝クラス,42.7896505150133
202504010709,1勝クラス,44.25897369071531
202504010710,1勝クラス,40.6801616556183
202504010711,2勝クラス,46.293178131710995
202504010712,1勝クラス,39.06685550064877
202504010801,未勝利,40.967879147933715
202504010802,未勝利,44.250035472277006
202504010803,未勝利,43.24913459793984
202504010805,未勝利,42.22093304377342
202504010806,未勝利,46.23658496360637
202504010807,1勝クラス,35.52493687680868
202504010808,1勝クラス,40.38619656872784
202504010809,1勝クラス,39.59029662235109
202504010810,2勝クラス,48.90509594340522
202504010811,OP,61.25085422246962
202504010812,1勝クラス,42.78587762109146
202504020101,未勝利,54.380477914694254
202504020104,未勝利,39.07942292267834
202504020105,未勝利,38.63289962071269
202504020106,2勝クラス,59.49493312116318
202504020107,3勝クラス,59.36590206010731
202504020108,1勝クラス,37.46200038082655
202504020109,未勝利,38.01820121703469
202504020110,1勝クラス,46.501524104742494
202504020111,1勝クラス,46.499834897142684
202504020112,未勝利,35.88179616038438
202504020201,未勝利,36.11157578362315
202504020202,未勝利,40.55791384247961
202504020204,未勝利,39.166237691625156
202504020205,未勝利,36.05458282977191
202504020206,2勝クラス,57.92517644643624
202504020207,重賞,72.28312022450851
202504020208,2勝クラス,58.326017466683595
202504020209,1勝クラス,48.75721586503016
202504020210,未勝利,42.49305866741459
202504020211,未勝利,30.017582709768845
202504020212,1勝クラス,45.306385124361256
202504020302,未勝利,36.149963860676
202504020303,未勝利,42.177016947078044
202504020305,未勝利,34.358266814689514
202504020306,1勝クラス,49.97412259383344
202504020307,3勝クラス,69.98269773176652
202504020308,2勝クラス,60.134686412517155
202504020310,1勝クラス,51.34128329681979
202504020311,未勝利,41.44438645349141
202504020312,未勝利,40.76961046467549
202504020403,未勝利,44.538386044644156
202504020405,未勝利,37.35071937159148
202504020406,2勝クラス,53.95091848062136
202504020407,重賞,64.07326398429161
202504020408,1勝クラス,50.55828017688468
202504020409,未勝利,34.69051374729743
202504020410,1勝クラス,40.960336378788114
202504020411,未勝利,42.95594949152717
202504020412,1勝クラス,39.26250474359343
202504020501,未勝利,48.48152862701326
202504020502,未勝利,45.06829114959716
202504020504,未勝利,37.731408018394724
202504020505,1勝クラス,42.57382477138859
202504020506,2勝クラス,56.52721473614042
202504020507,OP,69.563379930591
202504020508,OP,54.13313731014419
202504020509,1勝クラス,45.77446352413515
202504020510,2勝クラス,55.1681127004962
202504020511,未勝利,33.0831853126509
202504020512,未勝利,39.19884546080482
202504020601,未勝利,44.755193755521155
202504020604,未勝利,37.071725332741636
202504020605,未勝利,37.916000189491534
202504020606,3勝クラス,61.31803143633241
202504020607,重賞,69.51214028476254
202504020608,2勝クラス,49.22766089235045
202504020609,未勝利,35.43868228776067
202504020610,1勝クラス,50.637423235132275
202504020611,1勝クラス,46.54627156665334
202504020612,1勝クラス,45.52341692379048
202504020701,未勝利,46.06865223189982
202504020702,未勝利,40.83725729102739
202504020703,未勝利,35.85991639957246
202504020706,1勝クラス,54.59690624068156
202504020707,3勝クラス,68.1372765631377
202504020708,2勝クラス,57.14954906017018
202504020710,未勝利,36.78461784915263
202504020711,1勝クラス,35.015655769404596
202504020712,未勝利,37.8301080214048
202504020802,未勝利,36.78411683986424
202504020803,未勝利,43.09427792154688
202504020805,未勝利,35.640929674089776
202504020806,3勝クラス,52.9628368612493
202504020807,OP,75.74938190959938
202504020808,2勝クラス,55.841928864125705
202504020809,1勝クラス,44.789140379081054
202504020810,1勝クラス,46.64478502739132
202504020811,1勝クラス,48.78261826238491
202504020812,未勝利,38.499791984459605
202504030101,未勝利,39.8723938274211
202504030102,未勝利,40.75606222796956
202504030103,未勝利,37.34653205504995
202504030104,未勝利,39.29820157910738
202504030106,未勝利,35.340711213538526
202504030107,1勝クラス,47.80436343731245
202504030108,1勝クラス,52.18775782282463
202504030109,2勝クラス,55.60810032563516
202504030110,2勝クラス,52.96754949150809
202504030111,OP,81.63249377388556
202504030112,1勝クラス,43.15586126925018
202504030201,未勝利,39.47620337833646
202504030202,未勝利,37.188995193162455
202504030203,未勝利,39.54814155144867
202504030204,未勝利,37.00735608049169
202504030207,1勝クラス,35.83174948829359
202504030208,1勝クラス,45.86234339223248
202504030209,3勝クラス,61.299920173744496
202504030210,OP,64.86584170261243
202504030211,重賞,60.17693262968571
202504030212,1勝クラス,43.98679559509854
202504030302,未勝利,46.0080295912025
202504030303,未勝利,45.01110273657161
202504030304,未勝利,38.10846256987082
202504030306,未勝利,42.10271461291618
202504030307,未勝利,40.56438689767462
202504030308,1勝クラス,49.66667658986626
202504030309,1勝クラス,45.224036956666865
202504030310,2勝クラス,56.06887295403301
202504030311,3勝クラス,66.07664929566809
202504030312,1勝クラス,43.84477430547218
202504030402,未勝利,37.204825423665376
202504030403,未勝利,41.94773133080774
202504030404,未勝利,41.06784889185879
202504030407,未勝利,33.92846179987479
202504030408,1勝クラス,49.01719612010259
202504030409,1勝クラス,50.96628526501724
202504030410,2勝クラス,58.1807908028565
202504030411,重賞,77.42719047422767
202504030412,2勝クラス,45.53215851974294
202504040101,未勝利,46.86379730308819
202504040102,未勝利,43.98584759579775
202504040103,未勝利,42.76279748321617
202504040104,1勝クラス,47.33976346610825
202504040106,1勝クラス,47.96705335719296
202504040107,1勝クラス,47.67780057893041
202504040108,1勝クラス,41.534146489182575
202504040109,1勝クラス,50.75670963152791
202504040110,2勝クラス,54.37393267426563
202504040111,3勝クラス,58.727008202630074
202504040112,1勝クラス,37.180015478039294
202504040201,未勝利,44.07037234484798
202504040202,未勝利,44.130600515854944
202504040203,1勝クラス,43.18929252867291
202504040204,1勝クラス,41.35430080467975
202504040206,1勝クラス,48.51512919600974
202504040207,1勝クラス,42.219973125733276
202504040208,1勝クラス,46.54286578791559
202504040209,1勝クラス,46.52765422917598
202504040210,2勝クラス,47.958435864728436
202504040211,OP,65.16735624632315
202504040212,1勝クラス,48.812946985615774
202504040301,未勝利,39.29903825981034
202504040302,未勝利,42.44414736431178
202504040303,未勝利,42.41926473959454
202504040304,1勝クラス,40.758251957387046
202504040305,1勝クラス,51.57954256321711
202504040306,1勝クラス,47.60710116397232
202504040307,1勝クラス,44.652220693999794
202504040308,1勝クラス,48.23579696991863
202504040309,1勝クラス,38.901712466192265
202504040310,2勝クラス,60.25110849928323
202504040311,3勝クラス,65.54265655937817
202504040312,1勝クラス,44.81356157556519
202504040401,未勝利,41.77238786122864
202504040402,未勝利,41.87301076188287
202504040403,未勝利,47.554953097799114
202504040404,1勝クラス,47.42765555141165
202504040406,1勝クラス,41.17808743630361
202504040407,1勝クラス,48.77592801308614
202504040408,1勝クラス,49.846069652442054
202504040409,1勝クラス,48.40400367405917
202504040410,2勝クラス,53.08078274231169
202504040411,OP,59.678330036796694
202504040412,1勝クラス,47.141050624283345
202505010101,未勝利,43.86438962770614
202505010102,未勝利,44.05940520077596
202505010103,未勝利,45.91392691087412
202505010104,1勝クラス,61.12366072771238
202505010106,未勝利,44.95992499581441
202505010107,1勝クラス,42.8984030491202
202505010108,2勝クラス,61.880134719791855
202505010109,3勝クラス,71.92712014647698
202505010110,OP,59.319614235416424
202505010111,OP,70.85245118949179
202505010112,1勝クラス,41.63202538306823
202505010201,未勝利,42.49452910908206
202505010202,1勝クラス,51.27814733832782
202505010203,未勝利,48.02077449594921
202505010206,未勝利,47.00438147856084
202505010207,1勝クラス,42.373177783374146
202505010208,2勝クラス,56.91896305770502
202505010209,1勝クラス,56.989664283299014
202505010210,3勝クラス,61.43430913988594
202505010211,重賞,83.85116109700803
202505010212,2勝クラス,43.48665979414978
202505010301,未勝利,47.970861728940754
202505010302,未勝利,41.00327691032624
202505010303,未勝利,44.32290656993674
202505010304,1勝クラス,40.80839336238988
202505010306,未勝利,44.409521778139904
202505010307,1勝クラス,54.33881229368446
202505010308,2勝クラス,56.08386593316838
202505010309,1勝クラス,52.94621174098918
202505010310,2勝クラス,51.388293362920614
202505010311,3勝クラス,60.710416851104306
202505010312,1勝クラス,37.56134918669234
202505010401,未勝利,44.54001811497315
202505010402,未勝利,42.25905352659647
202505010403,未勝利,47.46028214276622
202505010406,未勝利,48.02442184604526
202505010407,2勝クラス,54.75883126566692
202505010408,2勝クラス,56.00167108766732
202505010409,1勝クラス,60.16552820863008
202505010410,3勝クラス,64.02638814861346
202505010411,重賞,77.61665282027091
202505010412,1勝クラス,44.862415384899606
202505010501,未勝利,47.07452716922424
202505010503,未勝利,53.173300570838926
202505010504,1勝クラス,45.268898086430625
202505010505,未勝利,48.08134224459669
202505010506,未勝利,47.62281211347161
202505010507,1勝クラス,58.66808544069504
202505010508,2勝クラス,54.59491952634734
202505010509,2勝クラス,58.959933252395615
202505010510,3勝クラス,70.33340785677112
202505010511,重賞,65.22960602096423
202505010512,1勝クラス,42.98601279731668
202505010601,未勝利,42.8382691139323
202505010602,未勝利,37.35411541248061
202505010604,1勝クラス,62.17572651805577
202505010605,未勝利,42.85362206354178
202505010606,1勝クラス,46.58063860509951
202505010607,1勝クラス,40.959511189511375
202505010608,2勝クラス,48.174977564422576
202505010609,3勝クラス,62.25891599204622
202505010610,OP,76.50259596917158
202505010611,重賞,66.06265081905927
202505010612,2勝クラス,52.59236288291109
202505010701,未勝利,45.33205982028002
202505010702,1勝クラス,56.718830986433524
202505010703,未勝利,43.594667212813114
202505010705,未勝利,43.284572365068485
202505010706,未勝利,46.65788682198253
202505010707,1勝クラス,38.98695895152327
202505010708,2勝クラス,52.78310838131268
202505010709,1勝クラス,57.082018268333826
202505010710,3勝クラス,70.10784058907916
202505010711,重賞,66.57158106813108
202505010712,1勝クラス,43.62293785152578
202505010801,未勝利,45.746671089153345
202505010802,未勝利,43.42160785078252
202505010804,未勝利,47.9529073583393
202505010805,1勝クラス,50.264969070500285
202505010806,1勝クラス,48.18300570692343
202505010807,2勝クラス,63.01261535437936
202505010808,2勝クラス,53.559279956186884
202505010809,OP,67.07693953237285
202505010810,3勝クラス,61.43022067072569
202505010811,重賞,93.5835383161513
202505010812,2勝クラス,59.322450616713674
202505020101,未勝利,43.89890165059987
202505020102,未勝利,42.875083132296474
202505020103,未勝利,43.22101323229967
202505020104,未勝利,43.76505641238821
202505020105,未勝利,41.046535335898334
202505020106,1勝クラス,63.46207540839216
202505020107,1勝クラス,31.813416112462953
202505020108,1勝クラス,39.835646031298694
202505020109,2勝クラス,52.47393485470887
202505020110,3勝クラス,70.38814909945532
202505020111,重賞,65.97491504873919
202505020112,2勝クラス,49.89643565440605
202505020201,未勝利,44.87350965632029
202505020202,未勝利,44.21630314475043
202505020203,未勝利,41.2247521525039
202505020204,未勝利,44.482769093032054
202505020205,未勝利,43.67704603401258
202505020206,1勝クラス,54.83413745230972
202505020207,1勝クラス,37.60285276785089
202505020208,2勝クラス,46.83975824121956
202505020209,3勝クラス,56.72092718039532
202505020210,OP,79.50459628695579
202505020211,重賞,63.93026910796271
202505020212,2勝クラス,55.986599265189724
202505020301,未勝利,40.77224682152452
202505020302,未勝利,43.55071322624834
202505020303,未勝利,47.47310906256594
202505020304,未勝利,44.70631263524685
202505020305,1勝クラス,54.05232925379936
202505020306,1勝クラス,44.25503265957154
202505020307,1勝クラス,35.97377641230116
202505020308,2勝クラス,53.953142136455824
202505020309,3勝クラス,72.31875863904456
202505020310,OP,61.360096799446865
202505020311,重賞,80.06969138530215
202505020312,2勝クラス,53.38933934629305
202505020401,未勝利,37.92256746270916
202505020402,未勝利,40.83033878254593
202505020403,未勝利,40.03329265746205
202505020404,未勝利,45.26571818554539
202505020405,未勝利,44.140418700757664
202505020406,1勝クラス,59.54342098696324
202505020407,1勝クラス,47.22323571133165
202505020408,2勝クラス,47.36058737197913
202505020409,3勝クラス,61.6014374058477
202505020410,OP,80.30223387881468
202505020411,OP,60.48572521493395
202505020412,2勝クラス,54.14813811992573
202505020501,未勝利,38.237010411788056
202505020502,未勝利,45.124950320866176
202505020503,未勝利,41.132481429904125
202505020504,未勝利,44.01201058215276
202505020505,未勝利,39.45339753163166
202505020506,1勝クラス,56.13758203012178
202505020507,1勝クラス,36.07619586574808
202505020508,2勝クラス,50.321702620883634
202505020509,3勝クラス,62.15560103265608
202505020510,OP,71.37709963415338
202505020511,重賞,74.68516020678524
202505020512,2勝クラス,48.874349531599904
202505020601,未勝利,43.79865312551519
202505020602,未勝利,42.08366041694111
202505020603,未勝利,43.19952346616938
202505020604,未勝利,42.06252278604244
202505020605,1勝クラス,61.02000444299058
202505020606,1勝クラス,42.060429052290004
202505020607,2勝クラス,49.62661743154925
202505020608,1勝クラス,39.62295374290001
202505020609,2勝クラス,59.296848195886
202505020610,OP,67.17883013345718
202505020611,重賞,75.63113023352871
202505020612,3勝クラス,67.08528998076736
202505020701,未勝利,39.27447238788824
202505020702,未勝利,40.25954593064585
202505020703,未勝利,37.59200847935748
202505020704,未勝利,42.653116935334694
202505020705,未勝利,41.45982581078103
202505020706,1勝クラス,61.43170369140958
202505020707,1勝クラス,60.50333098291687
202505020708,1勝クラス,38.03622158705308
202505020709,2勝クラス,56.92883492309326
202505020710,2勝クラス,56.8868892878745
202505020711,3勝クラス,61.94406624095399
202505020712,1勝クラス,38.24202933592129
202505020801,未勝利,41.513956289122135
202505020802,未勝利,41.38302068671644
202505020803,未勝利,41.706777596714346
202505020804,未勝利,41.36479910744937
202505020805,未勝利,47.23196138007505
202505020806,1勝クラス,57.94556238590952
202505020807,1勝クラス,52.80718211736983
202505020808,1勝クラス,41.053885412225284
202505020809,2勝クラス,48.476345518948456
202505020810,2勝クラス,49.66074214963256
202505020811,重賞,79.1676301748386
202505020812,3勝クラス,66.90862632081208
202505020901,未勝利,42.046380587677696
202505020902,未勝利,39.81164516008988
202505020903,未勝利,44.26689208179608
202505020904,未勝利,43.784388744984376
202505020905,未勝利,42.939777466350776
202505020906,1勝クラス,60.003748758670206
202505020907,1勝クラス,42.43256896498403
202505020908,1勝クラス,36.10539742651282
202505020909,1勝クラス,60.10826388458922
202505020910,2勝クラス,45.37032035684977
202505020911,OP,74.38164753468274
202505020912,2勝クラス,57.04419211459185
202505021001,未勝利,42.56832542049836
202505021002,未勝利,47.00520907998208
202505021003,未勝利,40.69175406179285
202505021004,未勝利,42.66364188341275
202505021005,未勝利,39.57582254984146
202505021006,1勝クラス,63.357995127857585
202505021007,1勝クラス,47.060346825244075
202505021008,2勝クラス,53.531453961717816
202505021009,2勝クラス,43.76425967997813
202505021010,3勝クラス,58.60573722080956
202505021011,重賞,72.7603989972298
202505021012,3勝クラス,72.55307995815483
202505021101,未勝利,42.65261598235352
202505021102,未勝利,42.339281269700464
202505021103,未勝利,42.13081732823826
202505021105,未勝利,40.62625994707024
202505021106,1勝クラス,63.47423915464152
202505021107,1勝クラス,56.13718783719413
202505021108,1勝クラス,42.01812364100458
202505021110,2勝クラス,50.19320698111196
202505021111,OP,80.5133068729531
202505021112,2勝クラス,61.59265774403319
202505040101,未勝利,39.4782944708176
202505040102,未勝利,41.993065122516995
202505040106,1勝クラス,47.40537519757893
202505040107,1勝クラス,51.58526502820987
202505040108,1勝クラス,46.40993800453239
202505040109,2勝クラス,54.36138384474352
202505040110,3勝クラス,60.53680786864946
202505040111,OP,81.22705477999878
202505040112,2勝クラス,59.54138264151317
202505040201,未勝利,44.8238473156008
202505040202,未勝利,43.82489009638781
202505040203,未勝利,39.085236511794314
202505040207,1勝クラス,44.61272077845721
202505040208,1勝クラス,45.82056469568645
202505040209,2勝クラス,53.92721238558477
202505040210,3勝クラス,66.72978897375553
202505040211,重賞,77.93545424339231
202505040212,2勝クラス,56.26942747649319
202505040301,未勝利,43.26006606321897
202505040302,未勝利,38.7664664228784
202505040303,未勝利,45.28429322626877
202505040307,1勝クラス,49.93844263344391
202505040308,1勝クラス,45.516831088018336
202505040309,2勝クラス,58.30699913216512
202505040310,2勝クラス,63.59316760542527
202505040311,重賞,54.452103033066926
202505040312,1勝クラス,49.26178166661827
202505040401,未勝利,42.96848177471895
202505040402,未勝利,43.83866515286921
202505040403,未勝利,42.43130204437321
202505040406,1勝クラス,48.30835528684868
202505040407,1勝クラス,49.63085253765675
202505040408,1勝クラス,52.826397260177096
202505040409,2勝クラス,59.144457490154295
202505040410,3勝クラス,66.22509676747148
202505040411,重賞,76.78342423183722
202505040412,2勝クラス,58.96932047953823
202505040501,未勝利,39.83936643111585
202505040502,未勝利,42.56525124327317
202505040503,未勝利,41.921651650289405
202505040507,1勝クラス,48.45271527430057
202505040508,1勝クラス,55.48891206042732
202505040509,1勝クラス,47.25618109292008
202505040510,3勝クラス,64.66938682468447
202505040511,OP,72.05043792230713
202505040512,1勝クラス,44.20443454665735
202505040601,未勝利,44.222962794731345
202505040602,未勝利,49.255013457383214
202505040603,未勝利,47.04974796846374
202505040606,1勝クラス,45.036293626776654
202505040607,1勝クラス,49.2247843535133
202505040608,2勝クラス,56.34538657237662
202505040609,OP,58.61544388279247
202505040610,3勝クラス,71.45913402992343
202505040611,重賞,75.46793735488379
202505040612,2勝クラス,56.19116978893921
202505040701,未勝利,41.2720030008856
202505040702,未勝利,48.81310595349864
202505040703,未勝利,38.273998739871175
202505040706,1勝クラス,61.17075413751151
202505040707,1勝クラス,48.96047186689303
202505040708,1勝クラス,44.25117786743142
202505040710,2勝クラス,61.96102502073647
202505040711,OP,83.48338769417732
202505040712,3勝クラス,62.55911403244934
202505040801,未勝利,47.030363306178586
202505040802,未勝利,42.474173149258064
202505040803,未勝利,44.13023370572574
202505040807,1勝クラス,44.22575812686415
202505040808,1勝クラス,48.05068189484104
202505040809,2勝クラス,57.48198607757901
202505040810,3勝クラス,69.3416824306938
202505040811,重賞,62.3558158832874
202505040812,2勝クラス,58.12113843847725
202505040901,未勝利,40.19801759601194
202505040902,未勝利,37.864076311830104
202505040903,未勝利,37.38266434876239
202505040907,1勝クラス,45.89040499081571
202505040908,1勝クラス,48.99356602031479
202505040909,2勝クラス,59.00465082139331
202505040910,2勝クラス,54.656432898401405
202505040911,OP,75.19580013307753
202505040912,1勝クラス,51.825651086183406
202505041001,未勝利,42.39087654899064
202505041002,未勝利,41.117277719626195
202505041003,未勝利,42.33856479411337
202505041006,1勝クラス,46.590964836744384
202505041007,1勝クラス,53.51673532174317
202505041008,2勝クラス,57.251525789328255
202505041009,2勝クラス,60.630323378480746
202505041010,3勝クラス,64.03850109970456
202505041011,OP,74.1100026776013
202505041012,1勝クラス,50.7131920101911
202505041101,未勝利,45.05313954718198
202505041102,未勝利,44.387417472605364
202505041103,未勝利,43.399590484039706
202505041106,1勝クラス,46.99383068295976
202505041107,1勝クラス,50.51783504678865
202505041108,1勝クラス,55.82759384097322
202505041109,2勝クラス,60.18233973653219
202505041110,3勝クラス,67.88895569724151
202505041111,重賞,83.36904371178122
202505041112,2勝クラス,58.02762373696177
202505050101,未勝利,39.43806192551022
202505050102,未勝利,42.19882485442414
202505050103,未勝利,44.30320970636464
202505050107,1勝クラス,46.55419923855064
202505050108,2勝クラス,57.01367182787511
202505050109,2勝クラス,58.149969608344364
202505050110,3勝クラス,71.77957584119379
202505050111,重賞,57.55871148258418
202505050112,1勝クラス,50.66017716654359
202505050201,未勝利,44.14160661921029
202505050202,未勝利,44.075392953174145
202505050203,未勝利,43.31230561996431
202505050204,未勝利,45.06208292382364
202505050207,1勝クラス,49.22258595304453
202505050208,2勝クラス,60.68195124520767
202505050209,1勝クラス,56.721706547677826
202505050210,3勝クラス,61.81695955655371
202505050211,重賞,71.63767910716105
202505050212,2勝クラス,52.42175343628406
202505050301,未勝利,43.85342867287396
202505050302,未勝利,43.43998801708238
202505050303,未勝利,40.60216950546733
202505050304,未勝利,44.99483339772793
202505050307,1勝クラス,44.62664304597939
202505050309,2勝クラス,60.515213304753075
202505050310,3勝クラス,60.37749244477203
202505050311,重賞,83.36162855081102
202505050312,2勝クラス,58.67843902774059
202505050401,未勝利,40.867901623374514
202505050402,未勝利,40.23656779268731
202505050403,未勝利,43.30191831683606
202505050406,1勝クラス,44.313578748775065
202505050407,2勝クラス,58.161075732508074
202505050408,2勝クラス,57.384322721338634
202505050409,3勝クラス,64.65939013252822
202505050410,3勝クラス,66.67980938019909
202505050411,OP,65.56768743217955
202505050412,1勝クラス,46.302890626926064
202505050501,未勝利,42.825277942434575
202505050502,未勝利,41.59821851353688
202505050503,未勝利,41.36715108948327
202505050506,1勝クラス,45.6204710108543
202505050507,1勝クラス,47.569308443136855
202505050508,2勝クラス,56.363367499788154
202505050509,1勝クラス,56.290645289200256
202505050510,3勝クラス,59.58263508960304
202505050511,OP,75.10940890289103
202505050512,2勝クラス,55.18103005540324
202505050701,未勝利,48.020955566213175
202505050702,未勝利,43.56387195887312
202505050703,未勝利,41.8095663828245
202505050706,1勝クラス,48.70263541283981
202505050707,1勝クラス,49.299703678962004
202505050708,2勝クラス,62.493847734593196
202505050709,OP,60.46479867117435
202505050710,3勝クラス,67.96990343850585
202505050711,OP,70.02443480776328
202505050712,2勝クラス,54.47865067239403
202505050801,未勝利,45.90392458879406
202505050802,未勝利,42.224622639449706
202505050803,未勝利,47.048945525289234
202505050804,未勝利,44.15617964035667
202505050807,1勝クラス,42.80769899890864
202505050808,1勝クラス,58.63063047671022
202505050809,2勝クラス,56.03175888509084
202505050810,2勝クラス,59.05875727824586
202505050811,3勝クラス,63.86697780493877
202505050812,重賞,83.72289502292143
202506010101,未勝利,42.40230359473516
202506010102,未勝利,46.28605539460607
202506010104,1勝クラス,45.7944164007305
202506010105,未勝利,44.188269288909304
202506010107,1勝クラス,42.71754016771177
202506010108,2勝クラス,51.69922408104401
202506010109,3勝クラス,70.09204877054412
202506010110,OP,57.68099355671271
202506010111,重賞,70.58383741350495
202506010112,2勝クラス,52.20921038646953
202506010201,未勝利,42.067813860427115
202506010202,未勝利,43.75789540702493
202506010203,未勝利,47.149342672250484
202506010204,1勝クラス,38.060447885359395
202506010206,未勝利,48.06734820466112
202506010207,1勝クラス,54.89069630112861
202506010209,2勝クラス,53.31161187498453
202506010210,2勝クラス,52.581979123605514
202506010211,3勝クラス,58.149657399610255
202506010212,1勝クラス,45.61648071278925
202506010301,未勝利,42.71588946545091
202506010302,未勝利,49.71065831463491
202506010303,未勝利,44.74195237694029
202506010306,1勝クラス,42.0147614506964
202506010307,未勝利,47.12273899056636
202506010308,1勝クラス,37.856754111037915
202506010309,1勝クラス,62.681831285828096
202506010310,2勝クラス,54.2790577083507
202506010311,3勝クラス,62.024331894057845
202506010312,2勝クラス,52.25047478863097
202506010401,未勝利,42.63066671549169
202506010402,未勝利,43.49829133616451
202506010403,未勝利,44.02645534768343
202506010405,未勝利,44.15457795344839
202506010406,1勝クラス,44.615925377660574
202506010407,1勝クラス,41.600144924046646
202506010408,1勝クラス,43.37245235964705
202506010409,2勝クラス,55.575818973884175
202506010410,OP,78.04702115940117
202506010411,重賞,61.87704333608663
202506010412,2勝クラス,55.989846353186245
202506010501,未勝利,40.33210697323763
202506010502,未勝利,44.5377904889136
202506010503,未勝利,48.50554435008679
202506010506,未勝利,43.16337050389751
202506010507,1勝クラス,51.86682586676727
202506010508,1勝クラス,47.03545006303369
202506010509,2勝クラス,57.16006246400851
202506010510,3勝クラス,59.91813741446494
202506010511,OP,73.74821291114961
202506010512,1勝クラス,43.750660097877415
